product_name                       , category         , brand  , model_number, cost_price, competitor_price, stock, demand_score, current_price
Apple APP-JT025 Bluetooth Speaker  , Bluetooth Speaker, Apple  , APP-JT025   ,       8866,                 ,   248,           76,         11918
Dell DEL-LS303 Laptop              , Laptop           , Dell   , DEL-LS303   ,     112178,                 ,    17,           19,        133232
Dell DEL-BH601 Bluetooth Speaker   , Bluetooth Speaker, Dell   , DEL-BH601   ,       7102,                 ,   117,           82,          7612
Sony SON-TP133 Bluetooth Speaker   , Bluetooth Speaker, Sony   , SON-TP133   ,       1619,                 ,    58,           98,          2084
Lenovo LEN-UH635 Camera            , Camera           , Lenovo , LEN-UH635   ,      49064,                 ,   244,           80,         65649
Sony SON-AN343 Earbuds             , Earbuds          , Sony   , SON-AN343   ,       7093,                 ,     7,           13,          9505
Apple APP-FN875 Laptop             , Laptop           , Apple  , APP-FN875   ,      43793,                 ,    95,          100,         52248
JBL JBL-VS784 Bluetooth Speaker    , Bluetooth Speaker, JBL    , JBL-VS784   ,      13782,                 ,   170,           39,         15430
Apple APP-VY433 Mobile             , Mobile           , Apple  , APP-VY433   ,      37312,                 ,    87,           86,         40998
Boat BOA-XP737 Camera              , Camera           , Boat   , BOA-XP737   ,      92960,                 ,    35,           92,        120905
Apple APP-FW121 Mobile             , Mobile           , Apple  , APP-FW121   ,       9583,                 ,   170,           85,         11649
Apple APP-LT104 Laptop             , Laptop           , Apple  , APP-LT104   ,      43601,                 ,    65,           55,         49988
Samsung SAM-FA654 Smart TV         , Smart TV         , Samsung, SAM-FA654   ,      63463,                 ,    21,           27,         82024
Samsung SAM-BR779 Earbuds          , Earbuds          , Samsung, SAM-BR779   ,       3436,                 ,   107,           13,          4022
Canon CAN-XE308 Laptop             , Laptop           , Canon  , CAN-XE308   ,      91732,                 ,     8,           54,         99579
Canon CAN-JE572 Earbuds            , Earbuds          , Canon  , CAN-JE572   ,       3818,                 ,   242,            1,          5062
Apple APP-CP021 Smartwatch         , Smartwatch       , Apple  , APP-CP021   ,      23127,                 ,    70,           67,         27840
Sony SON-XN902 Earbuds             , Earbuds          , Sony   , SON-XN902   ,       1479,                 ,    93,           35,          1593
Boat BOA-JP491 Smartwatch          , Smartwatch       , Boat   , BOA-JP491   ,      10778,                 ,    90,           90,         14391
LG LG-LN473 Earbuds                , Earbuds          , LG     , LG-LN473    ,       3265,                 ,   172,           93,          4037
Apple APP-NM327 Smart TV           , Smart TV         , Apple  , APP-NM327   ,      86641,                 ,   113,            1,        108040
Dell DEL-MK476 Mobile              , Mobile           , Dell   , DEL-MK476   ,      21417,                 ,   147,           87,         28124
Boat BOA-FK948 Camera              , Camera           , Boat   , BOA-FK948   ,     133474,                 ,   132,           65,        170250
Boat BOA-YJ066 Camera              , Camera           , Boat   , BOA-YJ066   ,      58361,                 ,   168,           93,         73176
Boat BOA-NR136 Smart TV            , Smart TV         , Boat   , BOA-NR136   ,      83043,                 ,   138,           56,        101685
Sony SON-BZ359 Mobile              , Mobile           , Sony   , SON-BZ359   ,      28626,                 ,   114,           19,         32859
Xiaomi XIA-VS275 Mobile            , Mobile           , Xiaomi , XIA-VS275   ,       7132,                 ,    46,           71,          8243
Lenovo LEN-YJ699 Earbuds           , Earbuds          , Lenovo , LEN-YJ699   ,       6797,                 ,   148,           78,          8956
HP HP-DL142 Smartwatch             , Smartwatch       , HP     , HP-DL142    ,       5179,                 ,    83,           15,          6716
Samsung SAM-CB069 Laptop           , Laptop           , Samsung, SAM-CB069   ,      72857,                 ,   220,            8,         80973
Canon CAN-RD600 Smart TV           , Smart TV         , Canon  , CAN-RD600   ,      59464,                 ,   111,           46,         67712
JBL JBL-TU264 Camera               , Camera           , JBL    , JBL-TU264   ,      78353,                 ,   164,            1,        104384
JBL JBL-IW590 Earbuds              , Earbuds          , JBL    , JBL-IW590   ,       7350,                 ,    26,           40,          7927
Apple APP-JI340 Smart TV           , Smart TV         , Apple  , APP-JI340   ,      34270,                 ,   225,           93,         39398
Lenovo LEN-WH741 Smartwatch        , Smartwatch       , Lenovo , LEN-WH741   ,      22991,                 ,     3,           67,         26572
LG LG-MC666 Bluetooth Speaker      , Bluetooth Speaker, LG     , LG-MC666    ,      17673,                 ,   214,           53,         23200
Boat BOA-MW534 Smartwatch          , Smartwatch       , Boat   , BOA-MW534   ,      10415,                 ,   108,           69,         11841
Canon CAN-RT205 Smart TV           , Smart TV         , Canon  , CAN-RT205   ,      57726,                 ,    61,           41,         62826
Dell DEL-JT083 Laptop              , Laptop           , Dell   , DEL-JT083   ,      74976,                 ,   187,           54,         92005
LG LG-IJ362 Mobile                 , Mobile           , LG     , LG-IJ362    ,      44213,                 ,   137,           40,         47148
HP HP-PX033 Bluetooth Speaker      , Bluetooth Speaker, HP     , HP-PX033    ,      14926,                 ,    60,           84,         17034
JBL JBL-IL859 Mobile               , Mobile           , JBL    , JBL-IL859   ,      44402,                 ,    85,           47,         58380
Samsung SAM-SP933 Earbuds          , Earbuds          , Samsung, SAM-SP933   ,       2487,                 ,    37,           36,          3332
Apple APP-VC635 Smartwatch         , Smartwatch       , Apple  , APP-VC635   ,      22624,                 ,    86,           58,         29513
Lenovo LEN-IP344 Camera            , Camera           , Lenovo , LEN-IP344   ,      72649,                 ,   100,           25,         95810
Apple APP-VN209 Camera             , Camera           , Apple  , APP-VN209   ,      40711,                 ,   205,           57,         52722
Xiaomi XIA-QY755 Smart TV          , Smart TV         , Xiaomi , XIA-QY755   ,      27214,                 ,    38,           16,         35160
Apple APP-ON430 Earbuds            , Earbuds          , Apple  , APP-ON430   ,       3051,                 ,    53,           21,          3901
HP HP-NH634 Camera                 , Camera           , HP     , HP-NH634    ,      33375,                 ,    58,           31,         41662
